Year, Month, Day, Latitude, Longitude, Rust Severity:WheatLeafRust, Rust Incidence:WheatLeafRust, Binary disease presence  
2007,10,20,8.4633,38.556,0,0,0
2007,10,20,8.4633,38.556,3,3,1
2007,10,20,8.4715,38.548,1,3,1
2007,10,20,8.5067,38.505,1,3,1
2007,10,20,8.5067,38.508,3,3,1
2007,10,20,8.5291,38.47,0,0,0
2007,10,20,8.5291,38.47,3,3,1
2007,10,21,7.1283,37.558,1,3,1
2007,10,21,7.1879,38.075,2,3,1
2007,10,21,7.2283,37.513,1,3,1
2007,10,21,7.3251,38.658,0,0,0
2007,10,21,7.3381,37.526,3,3,1
2007,10,21,7.3454,37.497,3,3,1
2007,10,21,7.4055,37.581,1,3,1
2007,10,21,7.4413,38.063,2,3,1
2007,10,21,7.4751,38.082,1,1,1
2007,10,21,8.0013,38.185,1,3,1
2007,10,21,8.0649,38.223,3,3,1
2007,10,22,7.1983,38.391,0,0,0
2007,10,22,7.1983,38.391,3,3,1
2007,10,22,7.2293,38.399,3,3,1
2007,10,22,8.0024,38.375,2,3,1
2007,10,22,8.0126,38.325,3,3,1
2007,10,22,8.0332,38.28,3,3,1
2007,10,22,8.0382,38.301,0,0,0
2007,10,22,8.0743,38.27,3,3,1
2007,10,23,7.9728,39.057,0,0,0
2007,10,23,8.1079,38.261,1,3,1
2007,10,23,8.1672,38.308,1,3,1
2007,10,23,8.2315,38.354,2,3,1
2007,10,23,8.2904,38.371,2,3,1
2007,10,23,8.3367,38.375,0,0,0
2007,10,23,8.3367,38.375,2,3,1
2007,10,23,8.3773,38.359,3,3,1
2007,10,23,8.4336,38.372,2,3,1
2007,10,23,8.4651,38.381,2,3,1
2007,10,24,7.5401,39.98,0,0,0
2007,10,24,8.2932,39.44,0,0,0
2007,10,25,7.7142,39.924,0,0,0
2007,10,25,7.7366,39.926,0,0,0
2007,10,25,7.7366,39.926,1,3,1
2007,11,5,7.5628,39.594,1,2,1
2007,11,5,7.6032,39.523,1,2,1
2007,11,6,8.9078,38.649,0,0,0
2007,11,6,8.9661,37.917,2,1,1
2007,11,6,8.9729,37.951,0,0,0
2007,11,6,8.973,38.008,0,0,0
2007,11,6,8.9971,38.062,0,0,0
2007,11,6,9.3525,38.066,0,0,0
2007,11,6,9.4162,38.017,1,1,1
2007,11,6,9.5186,37.978,0,0,0
2007,11,6,9.5599,37.955,0,0,0
2007,11,6,9.5916,37.937,0,0,0
2007,11,7,8.0252,39.175,0,0,0
2007,11,7,8.0886,39.223,0,0,0
2007,11,7,9.0211,38.19,0,0,0
2007,11,7,9.0236,38.367,0,0,0
2007,11,7,9.0534,38.442,2,1,1
2007,11,7,9.1241,38.445,0,0,0
2007,11,7,9.2105,38.406,0,0,0
2007,11,7,9.2238,38.397,3,1,1
2007,11,7,9.2535,38.44,2,1,1
2007,11,7,9.3553,38.285,0,0,0
2007,11,7,9.3713,38.351,0,0,0
2007,11,8,8.5424,37.975,3,3,1
2007,11,8,8.6169,38.031,1,1,1
2007,11,8,8.6274,38.039,1,2,1
2007,11,8,8.6321,38.042,1,1,1
2007,11,8,8.6415,38.154,1,1,1
2007,11,8,8.6424,38.065,0,0,0
2007,11,8,8.643,38.114,2,1,1
2007,11,8,8.6479,38.201,3,1,1
2007,11,8,8.7792,38.321,0,0,0
2007,11,8,8.8047,38.343,3,2,1
2007,11,8,8.8446,38.483,0,0,0
2007,11,8,8.8446,38.345,3,3,1
2007,11,8,8.8933,38.579,0,0,0
2007,11,8,8.8933,38.579,3,3,1
2007,11,8,9.0569,38.61,3,3,1
2007,11,8,9.0676,38.585,0,0,0
2007,11,9,7.7456,39.886,0,0,0
2007,11,9,7.7742,39.955,0,0,0
2007,11,9,7.8034,39.834,2,3,1
2007,11,9,7.805,39.657,0,0,0
2007,11,9,7.8134,39.797,0,0,0
2007,11,9,7.8584,39.665,0,0,0
2007,11,9,8.5741,37.942,1,1,1
2007,11,9,8.5879,37.939,3,3,1
2007,11,9,8.5949,37.854,2,1,1
2007,11,9,8.5997,37.812,3,3,1
2007,11,9,8.6011,37.896,1,2,1
2007,11,9,8.6012,37.917,3,1,1
2007,11,9,8.6313,37.902,1,1,1
2007,11,9,8.6664,37.888,0,0,0
2007,11,9,8.6799,37.888,0,0,0
2007,11,9,8.736,37.88,0,0,0
2007,11,10,7.603,39.842,0,0,0
2007,11,10,7.6502,39.787,0,0,0
2007,11,10,7.7195,39.728,0,0,0
2007,11,10,7.9331,39.603,0,0,0
2007,11,13,7.3252,38.659,1,2,1
2007,11,13,9.2932,38.761,0,0,0
2007,11,13,9.3226,38.761,0,0,0
2007,11,13,9.3356,38.364,0,0,0
2007,11,13,9.3356,38.364,1,1,1
2007,11,13,9.3988,38.846,0,0,0
2007,11,13,9.4293,38.86,0,0,0
2007,11,14,9.4293,38.86,0,0,0
2007,11,14,9.5198,38.874,0,0,0
2007,11,14,9.5591,38.88,0,0,0
2007,11,14,9.5961,38.626,0,0,0
2007,11,14,9.6447,38.979,0,0,0
2007,11,14,9.6448,38.979,0,0,0
2007,11,14,9.6448,38.979,0,0,0
2007,11,14,9.7208,38.823,0,0,0
2007,11,14,9.7237,38.997,1,1,1
2007,11,14,9.7646,39.002,1,1,1
2007,11,14,9.789,38.692,0,0,0
2007,11,14,9.7897,38.691,1,1,1
2007,11,14,9.8105,38.65,0,0,0
2007,11,15,9.6227,39.409,1,2,1
2007,11,15,9.6613,39.292,0,0,0
2007,11,15,9.6614,39.272,0,0,0
2007,11,15,9.6644,39.49,0,0,0
2007,11,15,9.7387,39.224,0,0,0
2007,11,15,9.7699,39.172,0,0,0
2007,11,15,9.7772,39.128,0,0,0
2007,11,15,9.7866,39.044,0,0,0
2007,11,15,9.7875,39.082,0,0,0
2007,11,15,9.7896,39.005,0,0,0
2007,11,15,9.8013,39.2,1,1,1
2007,11,15,9.8379,39.21,0,0,0
2007,11,15,9.8379,39.21,0,0,0
2007,11,15,9.868,39.18,0,0,0
2007,11,15,9.8881,39.154,0,0,0
2007,11,17,9.5086,39.432,1,1,1
2007,11,17,9.5086,39.432,0,0,0
2007,11,17,9.7387,39.224,1,1,1
2007,11,18,9.1757,39.136,0,0,0
2007,11,18,9.3123,39.267,0,0,0
2007,11,18,9.3123,39.267,0,0,0
2007,11,18,9.3469,39.306,0,0,0
2007,11,18,9.4588,39.387,0,0,0
2007,11,26,8.9708,37.488,1,1,1
2007,11,26,8.98,37.476,3,2,1
2007,11,29,8.8562,36.474,3,1,1
2007,11,29,8.8643,36.477,3,1,1
2007,11,29,8.868,36.475,3,3,1
2007,11,29,8.9203,36.474,3,3,1
2007,11,30,8.7818,36.482,3,3,1
2007,11,30,8.8172,36.482,3,1,1
2007,11,30,9.2645,37.106,1,1,1
2007,11,30,9.2688,37.113,3,1,1
2007,11,30,9.2887,37.113,0,0,0
2007,11,30,9.3004,37.122,1,1,1
2007,12,1,8.9708,37.483,3,1,1
2007,12,1,9.0569,37.436,1,1,1
2007,12,1,9.0969,37.367,1,1,1
2007,12,1,9.1489,37.298,1,1,1
2007,12,1,9.2103,37.359,0,0,0
2007,12,1,9.263,37.376,0,0,0
2007,12,1,9.3436,37.41,3,3,1
2007,12,1,9.4348,37.423,3,3,1
2007,12,1,9.5641,37.093,0,0,0
2007,12,1,9.5696,37.083,0,0,0
2007,12,1,9.5711,37.078,0,0,0
2007,12,1,9.5733,37.126,0,0,0
2007,12,1,9.5764,37.067,0,0,0
2007,12,1,9.5841,37.063,3,1,1
2007,12,1,9.5945,37.177,0,0,0
2007,12,1,9.6045,37.206,3,1,1
2007,12,1,9.6064,37.336,1,1,1
2007,12,1,9.6294,37.248,2,3,1
2007,12,1,9.654,37.302,3,3,1
2007,12,6,8.6409,38.55,1,3,1
2007,12,6,8.6466,38.563,3,3,1
2007,12,6,8.6865,38.597,2,3,1
2007,12,6,8.7298,38.645,2,3,1
2007,12,6,8.7714,38.654,2,3,1
2007,12,6,8.8299,38.652,3,3,1
2007,12,6,8.8529,38.658,2,3,1
2007,12,6,11.435,38.594,0,0,0
2007,12,7,8.4744,37.956,0,0,0
2007,12,7,8.617,37.924,0,0,0
2007,12,7,8.6429,38.114,3,3,1
2007,12,7,8.643,38.114,2,3,1
2007,12,7,8.8515,37.893,0,0,0
2007,12,7,11.364,38.553,1,1,1
2007,12,7,11.4,38.494,0,0,0
2007,12,7,11.402,38.554,0,0,0
2007,12,7,11.404,38.54,0,0,0
2007,12,7,11.404,38.54,0,0,0
2007,12,7,11.406,38.473,0,0,0
2007,12,7,11.476,38.452,0,0,0
2007,12,7,11.486,38.405,0,0,0
2007,12,8,8.8516,37.893,1,1,1
2007,12,8,8.9702,37.583,0,0,0
2007,12,8,8.9757,37.658,2,1,1
2007,12,8,8.9866,37.7,2,3,1
2007,12,8,8.994,37.616,0,0,0
2007,12,8,11.355,38.58,1,2,1
2007,12,8,11.364,38.553,0,0,0
2007,12,8,11.364,38.553,0,0,0
2007,12,8,11.364,38.553,0,0,0
2007,12,8,11.364,38.553,0,0,0
2007,12,8,11.365,38.553,0,0,0
2007,12,8,11.374,38.551,0,0,0
2007,12,8,11.374,38.551,0,0,0
2007,12,9,8.8635,37.692,2,2,1
2007,12,9,8.8635,37.692,1,1,1
2007,12,9,8.8727,37.745,1,1,1
2007,12,9,8.897,37.741,3,3,1
2007,12,9,8.9001,37.742,2,1,1
2007,12,9,8.9679,37.52,1,2,1
2007,12,9,8.9682,37.496,1,2,1
2007,12,9,8.9682,37.496,0,0,0
2007,12,9,9.0434,38.382,2,3,1
2007,12,9,11.144,39.15,1,2,1
2007,12,9,11.144,39.15,0,0,0
2007,12,9,11.202,39.145,0,0,0
2007,12,9,11.21,39.144,0,0,0
2007,12,9,11.303,39.012,0,0,0
2007,12,9,11.311,39.023,0,0,0
2007,12,9,11.313,39.04,0,0,0
2007,12,9,11.334,38.581,1,2,1
2007,12,9,11.34,39.085,0,0,0
2007,12,9,11.34,39.085,3,3,1
2007,12,9,11.344,39.132,1,3,1
2007,12,9,11.35,38.582,2,3,1
2007,12,10,8.9177,38.107,1,1,1
2007,12,10,8.9446,38.117,1,1,1
2007,12,10,8.9667,37.913,3,3,1
2007,12,10,8.9734,38.988,2,1,1
2007,12,10,8.9822,38.124,1,2,1
2007,12,10,8.997,38.062,1,1,1
2007,12,10,9.021,38.195,0,0,0
2007,12,10,10.465,38.541,0,0,0
2007,12,10,10.481,38.585,0,0,0
2007,12,10,10.483,38.594,0,0,0
2007,12,10,11.025,39.122,0,0,0
2007,12,10,11.113,39.134,1,1,1
2007,12,11,8.9667,37.913,0,0,0
2007,12,11,9.1121,38.454,0,0,0
2007,12,11,9.1499,38.424,1,1,1
2007,12,11,9.2133,38.111,0,0,0
2007,12,11,9.3241,38.069,0,0,0
2007,12,11,9.3241,38.07,0,0,0
2007,12,11,9.366,38.062,1,1,1
2007,12,12,9.2043,38.41,2,2,1
2007,12,12,9.2442,38.396,1,1,1
2007,12,12,9.2873,38.375,2,3,1
2007,12,12,9.3356,38.364,0,0,0
2007,12,13,7.0693,40.201,0,0,0
2007,12,13,7.0746,40.165,0,0,0
2007,12,13,7.0835,40.12,0,0,0
2007,12,13,7.0972,40.059,0,0,0
2007,12,13,7.1029,40.153,0,0,0
2007,12,13,7.1397,40.165,0,0,0
2007,12,14,7.1326,39.89,0,0,0
2007,12,14,7.1434,39.934,0,0,0
2007,12,14,7.1524,40.002,0,0,0
2007,12,14,7.1528,40.004,0,0,0
2007,12,14,7.1692,39.965,0,0,0
2007,12,14,7.1803,40.004,0,0,0
2007,12,14,7.2239,40.005,0,0,0
2007,12,14,7.2563,40.051,0,0,0
2007,12,14,7.2564,40.023,0,0,0
2007,12,14,7.2613,40.059,0,0,0
2007,12,15,7.1181,39.857,0,0,0
2007,12,15,7.1705,39.983,0,0,0
2007,12,15,7.2127,39.964,0,0,0
2007,12,15,7.2408,39.944,0,0,0
2007,12,15,7.2532,39.911,0,0,0
2007,12,15,7.2624,39.877,0,0,0
2007,12,15,7.2637,39.838,0,0,0
2007,12,15,7.2696,39.87,0,0,0
2007,12,15,7.2837,39.832,0,0,0
2007,12,15,7.3391,39.854,0,0,0
2007,12,15,7.3455,39.876,1,3,1
2007,12,15,7.3529,39.848,0,0,0
2007,12,15,7.3534,39.847,0,0,0
2007,12,15,7.357,39.843,0,0,0
2007,12,15,7.3604,39.842,0,0,0
2007,12,16,6.9297,39.944,0,0,0
2007,12,16,6.9785,40.139,0,0,0
2007,12,16,6.9857,40.124,0,0,0
2007,12,16,7.0083,40.106,0,0,0
2007,12,16,7.0112,40.007,0,0,0
2007,12,16,7.013,40.048,0,0,0
2007,12,16,7.0166,40.087,0,0,0
2007,12,16,7.0382,39.981,0,0,0
2007,12,16,7.0694,39.989,0,0,0
2007,12,17,7.2233,40.395,0,0,0
2007,12,17,7.2484,40.444,0,0,0
2007,12,17,7.3004,40.279,0,0,0
2007,12,17,7.3529,40.26,0,0,0
2007,12,17,7.3795,40.216,0,0,0
2007,12,17,7.3846,40.045,0,0,0
2007,12,17,7.3849,40.15,0,0,0
2007,12,17,7.3861,40.068,0,0,0
2007,12,17,7.3886,40.124,0,0,0
2007,12,18,7.2894,40.495,0,0,0
2007,12,18,7.3192,40.5,0,0,0
2007,12,18,7.3192,40.499,0,0,0
2007,12,18,7.3823,40.509,0,0,0
2007,12,18,7.4052,40.523,1,2,1
2007,12,18,7.4448,40.558,0,0,0
2007,12,18,7.4665,40.604,1,3,1
2007,12,18,7.5495,40.715,0,0,0
2007,12,18,7.6299,40.717,0,0,0
2007,12,19,7.148,40.689,0,0,0
2007,12,19,7.1536,40.713,0,0,0
2007,12,19,7.1636,40.539,0,0,0
2007,12,19,7.1732,40.723,0,0,0
2007,12,19,7.1863,40.604,1,2,1
2007,12,19,7.2055,40.569,0,0,0
2007,12,19,7.2067,40.567,0,0,0
2007,12,19,7.2103,40.731,1,3,1
2007,12,19,7.2129,40.54,0,0,0
2007,12,19,7.231,40.511,0,0,0
2007,12,19,7.2422,40.717,1,3,1
2007,12,19,7.2425,40.717,0,0,0
2007,12,19,7.2454,40.691,1,3,1
2007,12,19,7.2542,40.48,0,0,0
2007,12,19,7.292,40.698,1,3,1
2007,12,19,7.3054,40.719,1,3,1
2007,12,20,6.9558,40.5,1,3,1
2007,12,20,6.9833,40.486,0,0,0
2007,12,20,6.988,40.508,1,3,1
2007,12,20,7.0011,40.458,1,3,1
2007,12,20,7.0724,40.498,1,3,1
2007,12,20,7.0743,40.593,1,3,1
2007,12,20,7.0822,40.532,0,0,0
2007,12,20,7.1254,40.638,1,3,1
2007,12,20,7.1365,40.661,1,3,1
2007,12,21,6.9247,40.316,0,0,0
2007,12,21,6.928,40.324,0,0,0
2007,12,21,7.0121,40.423,1,3,1
2007,12,21,7.0206,40.381,1,1,1
2007,12,21,7.0241,40.331,0,0,0
2007,12,21,7.045,40.298,0,0,0
2007,12,21,7.0648,40.259,0,0,0
2007,12,21,7.0694,40.221,0,0,0
2008,4,11,8.4456,38.614,1,1,1
2008,4,11,8.6298,38.605,3,3,1
2008,4,11,8.8098,38.644,2,3,1
2008,5,11,7.3383,37.535,1,2,1
2008,5,11,7.3838,37.572,2,3,1
2008,5,11,7.4196,38.057,1,3,1
2008,5,11,7.4505,37.837,1,1,1
2008,5,11,7.566,38.155,1,3,1
2008,5,11,7.5751,37.906,1,1,1
2008,5,11,7.648,37.961,1,1,1
2008,5,11,7.803,38.156,1,1,1
2008,5,11,7.803,38.156,2,3,1
2008,5,11,8.0348,38.306,1,2,1
2008,5,11,8.0348,38.306,1,3,1
2008,5,11,8.0348,38.306,3,3,1
2008,5,11,8.0379,38.213,1,1,1
2008,5,11,8.0679,38.213,1,3,1
2008,6,11,7.3707,37.557,2,3,1
2008,6,11,7.4389,37.534,1,1,1
2008,6,11,7.4522,37.544,1,1,1
2008,8,10,8.5778,39.117,3,2,1
2008,8,10,8.6539,39.066,1,1,1
2008,8,11,8.7202,39.011,1,1,1
2008,8,12,7.1318,39.896,0,0,0
2008,8,12,7.1411,39.928,0,0,0
2008,8,12,7.1486,39.994,0,0,0
2008,8,12,7.2278,39.961,0,0,0
2008,8,13,7.2388,39.919,0,0,0
2008,8,13,7.2621,39.85,0,0,0
2008,8,13,7.2622,39.849,1,3,1
2008,8,13,7.2636,39.837,0,0,0
2008,8,13,7.287,39.955,0,0,0
2008,8,13,7.3505,39.894,0,0,0
2008,8,14,7.3701,40.002,0,0,0
2008,8,14,7.3743,40.202,0,0,0
2008,8,14,7.3786,40.211,0,0,0
2008,8,14,7.3836,40.156,2,3,1
2008,8,14,7.385,40.007,0,0,0
2008,8,14,7.3854,40.055,0,0,0
2008,8,14,7.3877,40.084,0,0,0
2008,8,14,7.3932,40.006,0,0,0
2008,8,14,7.3983,40.051,0,0,0
2008,8,15,7.202,40.578,1,3,1
2008,8,15,7.2125,40.536,0,0,0
2008,8,15,7.2257,40.376,0,0,0
2008,8,15,7.2383,40.432,0,0,0
2008,8,15,7.2508,40.503,2,3,1
2008,8,15,7.2881,40.493,1,3,1
2008,8,15,7.3322,40.263,1,3,1
2008,8,15,7.3328,40.263,2,3,1
2008,8,15,7.3716,40.243,0,0,0
2008,8,15,7.4021,40.523,2,3,1
2008,8,15,7.4416,40.548,2,3,1
2008,8,16,7.1244,40.634,2,3,1
2008,8,16,7.1418,40.667,1,3,1
2008,8,16,7.1594,40.718,0,0,0
2008,8,16,7.1734,40.723,1,3,1
2008,8,16,7.2263,40.727,1,3,1
2008,8,16,7.2416,40.717,1,3,1
2008,8,16,7.2423,40.698,2,3,1
2008,8,17,6.8431,40.393,2,3,1
2008,8,17,6.8527,40.392,1,3,1
2008,8,17,6.8707,40.402,2,3,1
2008,8,17,6.9293,40.326,0,0,0
2008,8,17,6.9561,40.333,1,3,1
2008,8,17,6.9751,40.348,1,3,1
2008,8,17,6.984,40.487,1,3,1
2008,8,17,7.0134,40.414,1,3,1
2008,8,17,7.0148,40.363,1,3,1
2008,8,17,7.0211,40.378,1,3,1
2008,8,17,7.0237,40.347,1,3,1
2008,8,17,7.0351,40.305,0,0,0
2008,8,18,6.9869,40.12,0,0,0
2008,8,18,6.9963,39.982,1,3,1
2008,8,18,6.9989,40.112,0,0,0
2008,8,18,7.0087,40.11,0,0,0
2008,8,18,7.0102,40.006,0,0,0
2008,8,18,7.0127,40.033,0,0,0
2008,8,18,7.0344,39.982,0,0,0
2008,8,18,7.0621,39.986,0,0,0
2008,8,19,7.0634,39.989,0,0,0
2008,8,19,7.0915,39.996,2,3,1
2008,8,19,7.1837,40.004,0,0,0
2008,8,19,7.2638,40.006,0,0,0
2008,8,19,7.2865,39.999,0,0,0
2008,8,20,7.0454,40.221,0,0,0
2008,8,20,7.0605,40.216,0,0,0
2008,8,20,7.0691,40.202,0,0,0
2008,8,20,7.0868,40.097,0,0,0
2008,8,20,7.0998,40.049,0,0,0
2008,8,21,7.0645,40.261,0,0,0
2008,8,21,7.072,40.243,0,0,0
2008,8,21,7.0872,40.277,0,0,0
2008,8,21,7.1005,40.216,0,0,0
2008,8,21,7.113,40.297,0,0,0
2008,8,21,7.118,40.16,0,0,0
2008,8,21,7.1382,40.181,3,3,1
2008,8,21,7.1383,40.181,0,0,0
2008,8,21,7.142,40.166,0,0,0
2008,9,9,9.52,37.48,1,3,1
2008,9,9,9.52,37.48,2,3,1
2008,9,9,10.7,37.177,0,0,0
2008,10,11,9.52,37.48,1,2,1
2008,10,11,9.52,37.48,1,3,1
2008,10,11,9.52,37.48,2,3,1
2008,10,11,9.52,37.48,3,3,1
2008,10,14,8.5901,39.137,1,2,1
2008,10,14,8.6515,39.171,1,1,1
2008,10,14,8.7305,39.208,1,1,1
2008,10,14,8.7895,39.267,1,2,1
2008,10,22,11.441,37.595,1,1,1
2008,10,22,11.515,37.595,0,0,0
2008,10,23,8.4728,37.954,1,2,1
2008,10,23,13.045,37.771,0,0,0
2008,10,26,10.7,37.177,0,0,0
2008,10,26,10.7,37.177,1,2,1
2008,10,26,10.7,37.177,2,3,1
2008,10,26,10.7,37.177,3,2,1
2008,10,28,11.281,37.488,0,0,0
2008,11,9,9.3291,37.397,3,3,1
2008,11,11,9.0415,36.609,2,3,1
2008,11,12,9.053,38.283,0,0,0
2008,11,12,9.0743,38.267,1,1,1
2008,11,12,9.0903,38.255,0,0,0
2008,11,12,9.1329,38.24,0,0,0
2008,11,12,9.1833,38.227,0,0,0
2008,11,12,9.2084,38.212,1,1,1
2008,11,12,9.2333,38.201,0,0,0
2008,11,13,9.258,38.204,0,0,0
2008,11,14,9.0855,38.453,0,0,0
2008,11,14,9.1638,38.457,0,0,0
2008,11,14,9.2304,38.483,0,0,0
2008,11,14,9.26,38.517,0,0,0
2008,11,14,9.3079,38.525,0,0,0
2008,11,14,9.3533,38.517,0,0,0
2008,11,14,9.3964,38.492,0,0,0
2008,11,15,9.3408,38.538,0,0,0
2008,11,15,9.4304,38.492,0,0,0
2008,11,15,9.4534,38.463,0,0,0
2008,11,15,9.4711,38.316,0,0,0
2008,11,15,9.4736,38.414,0,0,0
2008,11,15,9.483,38.33,0,0,0
2008,11,15,9.4873,38.337,0,0,0
2008,11,16,9.3501,38.55,0,0,0
2008,11,16,9.3632,38.558,0,0,0
2008,11,16,9.3868,38.588,0,0,0
2008,11,16,9.4106,38.011,0,0,0
2008,11,16,9.4341,38.599,0,0,0
2008,11,16,9.4483,38.597,0,0,0
2008,11,16,9.4728,38.596,0,0,0
2008,11,16,9.4732,38.01,0,0,0
2008,11,17,9.4608,39.112,0,0,0
2008,11,17,9.4696,39.117,0,0,0
2008,11,17,9.4699,39.063,0,0,0
2008,11,17,9.4712,39.032,0,0,0
2008,11,17,9.4946,39.124,0,0,0
2008,11,18,9.3991,39.3,0,0,0
2008,11,18,9.5176,39.11,0,0,0
2008,11,18,11.555,39.26,1,1,1
2008,11,18,11.563,39.258,1,1,1
2008,11,19,9.0817,41.142,3,3,1
2008,11,19,9.166,41.298,1,1,1
2008,11,19,9.1778,41.323,2,1,1
2008,11,19,9.2167,41.339,2,1,1
2008,11,19,9.294,41.402,3,3,1
2008,11,19,9.3658,39.241,0,0,0
2008,11,19,9.3847,39.2,0,0,0
2008,11,19,9.3852,39.256,0,0,0
2008,11,19,9.3936,39.283,0,0,0
2008,11,20,8.8562,40.637,3,3,1
2008,11,20,9.1777,41.136,1,1,1
2008,11,20,9.3962,39.175,0,0,0
2008,11,20,9.4199,39.155,0,0,0
2008,11,20,9.4378,39.137,0,0,0
2008,11,20,9.4527,39.121,0,0,0
2008,11,20,11.367,38.555,0,0,0
2008,11,21,9.1352,39.106,0,0,0
2008,11,21,9.1575,39.134,0,0,0
2008,11,21,9.1997,41.105,1,2,1
2008,11,21,9.2189,41.108,3,3,1
2008,11,21,9.2246,39.2,0,0,0
2008,11,21,9.2493,39.212,0,0,0
2008,11,21,9.2607,41.113,2,2,1
2008,11,21,9.2752,39.232,0,0,0
2008,11,21,9.3124,39.264,0,0,0
2008,11,21,9.3347,39.284,0,0,0
2008,11,21,9.338,41.452,3,3,1
2008,11,21,9.3417,41.297,1,1,1
2008,11,21,9.3741,39.301,1,1,1
2008,11,23,10.348,38.435,1,3,1
2008,11,23,10.352,38.45,1,1,1
2008,11,24,10.435,38.407,1,3,1
2008,11,24,10.448,38.445,1,1,1
2008,11,24,10.463,38.528,1,1,1
2008,11,24,10.467,38.499,1,3,1
2008,11,25,10.338,38.588,1,1,1
2008,11,25,10.342,38.591,1,3,1
2008,11,26,9.4156,42.037,2,2,1
2008,11,27,10.273,39.161,1,1,1
2008,11,27,10.303,39.192,1,2,1
2008,11,28,10.273,39.161,1,2,1
2008,11,28,10.281,39.168,1,1,1
2008,11,29,9.6629,39.488,1,1,1
2008,11,29,9.736,39.655,1,1,1
2008,11,29,9.8695,39.178,1,1,1
2008,11,29,10.011,38.906,1,1,1
2008,11,29,10.041,38.937,1,1,1
2008,11,29,11.042,39.325,1,1,1
2008,12,8,6.988,40.216,1,3,1
2008,12,11,7.2575,40.031,2,3,1
2008,12,11,9.0743,38.267,1,1,1
2008,12,11,9.2084,38.212,1,1,1
2008,12,14,6.9985,40.465,1,3,1
2008,12,14,7.0071,40.44,1,3,1
2008,12,14,7.0072,40.489,1,3,1
2008,12,14,7.0816,40.532,1,3,1
2008,12,15,7.1767,40.169,1,3,1
2008,12,15,7.2486,40.487,1,3,1
2008,12,15,7.2564,40.689,1,3,1
2008,12,15,7.2831,40.49,1,3,1
2008,12,15,7.2952,40.677,1,3,1
2008,12,15,7.3321,40.668,2,3,1
2008,12,15,7.3338,40.498,1,3,1
2008,12,16,7.3754,40.175,1,1,1
2008,12,16,7.4128,40.525,1,3,1
2008,12,16,7.4427,40.554,1,3,1
2008,12,16,7.4893,40.629,1,3,1
2008,12,17,7.1172,39.857,2,3,1
2008,12,17,7.1325,39.904,1,1,1
2008,12,18,6.9869,40.12,2,3,1
2009,9,28,7.4971,38.677,1,2,1
2009,9,28,7.8773,38.71,1,1,1
2009,9,28,7.9779,38.721,2,3,1
2009,9,28,8.058,38.737,2,3,1
2009,9,28,8.121,38.794,3,3,1
2009,9,28,8.2296,38.884,1,1,1
2009,9,28,8.2893,38.939,1,1,1
2009,9,28,8.3606,38.99,3,3,1
2009,9,28,8.5446,39.094,1,3,1
2009,9,28,8.6561,39.171,3,3,1
2009,9,28,8.6586,39.059,1,2,1
2009,9,28,8.7263,39.006,1,2,1
2009,9,28,8.7286,39.208,3,3,1
2009,9,28,8.7909,39.271,1,2,1
2009,9,29,8.5815,38.856,1,1,1
2009,9,29,8.6161,38.86,2,1,1
2009,9,29,8.69,38.903,1,2,1
